Modelo,Accuracy,Recall,Precision,F1,ROC_AUC,MCC
RF,0.8580899337816333,0.7422863779658204,0.9709836257807535,0.8409038314918854,0.9320732411168947,0.7386401736568123
XGB,0.8812535290796161,0.8303567280570766,0.9291120899555855,0.8761766888481433,0.9390790489945486,0.7683314076676451
SVM,0.8837388566637578,0.8107881201260992,0.9532400914073174,0.8757789918900469,0.943598294157078,0.7774043306580595
