Modelo,Accuracy,Recall,Precision,F1,ROC_AUC,MCC
RF,0.8757352941176471,0.7692279314888011,0.9814557185788612,0.8624225617071278,0.9397058652254984,0.7708083253318743
XGB,0.8985294117647058,0.8512252964426879,0.9431505625377781,0.8946275170055143,0.9423975140972336,0.8014682569831756
SVM,0.9003676470588236,0.8439841897233201,0.9546081446437864,0.895585817598777,0.9484390254306148,0.8069751442221369
