P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
94,31,114,115,0,116,149,161,7,10,11,48,Physalis peruviana,XGBoost
