P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
46,14,60,41,0,54,80,82,3,22,7,21,Solanum melongena,XGBoost
