P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
143,27,140,126,0,134,142,143,7,38,33,86,Arabidopsis thaliana,RF
