P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
24,13,38,21,0,31,41,48,1,1,4,12,Solanum melongena,SVM
