P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
335,180,376,375,0,350,437,487,19,86,100,190,Solanum tuberosum,XGBoost
