P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
12,12,12,7,0,3,8,12,1,0,4,7,Solanum melongena,RF
