P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
44,29,44,49,0,47,49,50,0,5,6,26,Physalis peruviana,RF
