P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
398,174,582,623,0,701,859,998,124,244,176,340,Solanum tuberosum,XGBoost
