P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
36,12,123,135,0,158,214,256,44,56,31,63,Solanum melongena,XGBoost
