P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
163,26,203,179,0,249,256,263,45,94,67,136,Arabidopsis thaliana,RF
