Modelo,ROC_AUC,F1,Precision,Recall,Balanced_Accuracy,Accuracy,MCC
Random Forest,0.9424129284942989,0.8614718614718615,0.8728070175438597,0.8504273504273504,0.8631151741430114,0.8631016042780749,0.7264497562431056
XGBoost,0.9502141327623127,0.8790233074361821,0.9145496535796767,0.8461538461538461,0.8834623620490858,0.8834224598930481,0.7690211760165453
SVM,0.9454419004740203,0.873269435569755,0.8704883227176221,0.8760683760683761,0.8727236955288347,0.8727272727272727,0.7454678566067147
