P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
290,34,399,418,0,525,608,664,73,152,108,228,Arabidopsis thaliana,XGBoost
