P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
15,12,24,16,0,14,24,31,1,1,4,14,Solanum melongena,XGBoost
