P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
174,27,162,145,0,180,198,195,6,44,44,109,Arabidopsis thaliana,SVM
