Modelo,ROC_AUC,F1,Precision,Recall,Balanced_Accuracy,Accuracy,MCC
Random Forest,0.936021089236637,0.8035087719298246,0.8980392156862745,0.726984126984127,0.85430478434012,0.9352601156069364,0.7713907183339921
XGBoost,0.9448718380167144,0.8576449912126538,0.9606299212598425,0.7746031746031746,0.8837680183969936,0.9531791907514451,0.8368974316915441
SVM,0.9516832127432834,0.8532423208191127,0.922509225092251,0.7936507936507936,0.8894049021257502,0.9502890173410404,0.826899283377102
