Modelo,Accuracy,Recall,Precision,F1,ROC_AUC,MCC
RF,0.9385581106666834,0.7119133574007221,0.9743414571686856,0.822647155338248,0.9408893766835058,0.8007834103444071
XGB,0.9479549358644815,0.7689530685920578,0.9638742067682291,0.8554020411080231,0.9500434905381165,0.83201175584314
SVM,0.9535935952252579,0.8072202166064981,0.9540141778017059,0.8744812400265364,0.9545673533433272,0.850715046140665
