P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
170,27,159,143,0,166,176,176,6,45,39,95,Arabidopsis thaliana,XGBoost
