P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
49,30,68,64,0,69,78,82,0,6,7,36,Physalis peruviana,SVM
