P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
223,152,216,226,0,193,218,228,2,50,71,106,Solanum tuberosum,RF
