Modelo,ROC_AUC,F1,Precision,Recall,Balanced_Accuracy
Random Forest,0.9070934044052322,0.8185328185328186,0.8870292887029289,0.7598566308243727,0.8222360077198787
XGBoost,0.929456545047943,0.8417132216014898,0.875968992248062,0.8100358422939068,0.836641852770885
SVM,0.9260561222926814,0.8560606060606061,0.9076305220883534,0.8100358422939068,0.8558726220016543
