Modelo,ROC_AUC,F1,Precision,Recall,Balanced_Accuracy,MCC
Random Forest,0.9413605666282326,0.8490566037735849,0.9473684210526315,0.7692307692307693,0.8632021083841213,0.7394714881669767
XGBoost,0.9480499277073153,0.8796400449943758,0.9287410926365796,0.8354700854700855,0.8856151283881477,0.7750733756447838
SVM,0.9438084518384304,0.8748615725359912,0.9080459770114943,0.844017094017094,0.8791819945460202,0.7602027538742399
