Modelo,Accuracy,Recall,Precision,F1,ROC_AUC,MCC
RF,0.8653963447372378,0.7740734899858067,0.9468941903240097,0.8517741722474506,0.9286374327564122,0.7432729314265922
XGB,0.876906198770125,0.8249415778985248,0.9207067278714935,0.870131011537409,0.93553702524879,0.7580027002986338
SVM,0.8886791372262669,0.8313615575403936,0.9388552442039904,0.8818216927192534,0.9419386201658352,0.7825100101629626
