Modelo,Accuracy,Recall,Precision,F1,ROC_AUC,MCC
RF,0.8653967026752285,0.7746125503577009,0.9463084712120498,0.8518725920901902,0.9289647889586157,0.7431169306239065
XGB,0.8752961936874056,0.8351077403908187,0.9081601193387879,0.8700563926689091,0.9344120955235955,0.7530908375275043
SVM,0.8723525116508817,0.8559834267609066,0.88509265567516,0.8702245768438231,0.9340766969626181,0.74521165913124
