P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
35,12,98,114,0,160,185,236,43,54,33,58,Solanum melongena,SVM
