P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
137,31,262,310,0,359,459,531,70,103,67,149,Physalis peruviana,XGBoost
