Modelo,ROC_AUC,F1,Precision,Recall,Balanced_Accuracy,Accuracy,MCC
Random Forest,0.9425822214901444,0.8719052744886975,0.8785249457700651,0.8653846153846154,0.8727351342447702,0.8727272727272727,0.7455419074850509
XGBoost,0.9458994491114405,0.8737864077669902,0.8823529411764706,0.8653846153846154,0.8748764618678966,0.8748663101604278,0.7498764516917735
SVM,0.9371831475685866,0.8713692946058091,0.8467741935483871,0.8974358974358975,0.8673474990391479,0.8673796791443851,0.7360636171818167
