P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
182,27,171,163,0,188,231,238,7,55,44,111,Arabidopsis thaliana,SVM
