P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
145,27,142,129,0,136,144,145,7,38,36,88,Arabidopsis thaliana,RF
