Modelo,Accuracy,Recall,Precision,F1,ROC_AUC,MCC
RF,0.8746323529411765,0.7670487483530962,0.9816205930898182,0.861009623173616,0.9380430105887975,0.7690821985888839
XGB,0.8908088235294118,0.8490592885375495,0.929357392361981,0.8872730935244169,0.9410874759868028,0.7850037317302488
SVM,0.8977941176470587,0.8403530961791832,0.9525135859560233,0.8927340083180502,0.9458784530701767,0.8018193511713712
