P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
226,31,216,222,0,248,324,319,10,69,74,145,Arabidopsis thaliana,XGBoost
