P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
43,27,40,44,0,42,44,45,0,5,6,26,Physalis peruviana,RF
