Modelo,ROC_AUC,F1,Precision,Recall,Balanced_Accuracy,Accuracy,MCC
Random Forest,0.9544224296471077,0.9022082018927445,0.9166666666666666,0.8881987577639752,0.9077865297199764,0.9088235294117647,0.8172051864665247
XGBoost,0.9580138103334606,0.9004739336492891,0.9163987138263665,0.8850931677018633,0.9062337346889204,0.9073529411764706,0.8142955336607355
SVM,0.9522363718380236,0.8932926829268293,0.8772455089820359,0.9099378881987578,0.8977063742669766,0.8970588235294118,0.7944209960287347
