P_LOOP,KINASE2,GLPL,MHD,RNBS_A,RNBS_B,RNBS_C,RNBS_D,HRD,DFG,LRR1,LRR2,planta,modelo
302,173,323,324,0,296,364,390,4,59,91,167,Solanum tuberosum,SVM
