Modelo,Accuracy,Recall,Precision,F1,ROC_AUC
RF,0.8347172274642455,0.805240174672489,0.8882791947126133,0.8446955644909331,0.9210738789546481
XGB,0.8590944157616759,0.8524017467248907,0.8914294944373381,0.8710229721636965,0.9322049419132581
SVM,0.8664019939469467,0.8262008733624455,0.9266593050502745,0.8733827697248036,0.9375187672709929
